,Book 1,Book 2,Book 3,Book 4,Book 5,Book 6,Book 7,Book 8,Book 9,Book 10
Dole,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stay,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0
durance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
boldness,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
●…iend,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
else,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
random,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
inexperience,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
assays,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
successes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hymn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
distances,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Wise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
liar,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
faithfulness,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Army,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Fiends,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
discipline,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Allegiance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hypocrite,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pit,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
threats,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0
heed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
talk,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
load,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Compeers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
progress,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
road,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0
red,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
horns,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
hemm,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ceres',0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
harvest,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ears,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0
ploughman,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
floor,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sheaves,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
chaff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Teneriff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Crest,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0
grasp,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
commotion,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
rack,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
conflict,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Scales,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Astrea,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Scorpion,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
counterpoise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
events,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Battles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Realms,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
weights,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sequel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
mire,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scale,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0
digestion,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bland,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
rills,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Aurora's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bough,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Tresses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Cheek,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
waking,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Zephyrus,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Flora,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citron,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
myrrh,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Reed,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Bee,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Bloom,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
morrows,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
trouble,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0
call,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
Ambrosia,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
reserve,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
deed,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
exaltation,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
dream,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0
half,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Faculties,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
office,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Senses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Imaginations,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
frames,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cell,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
absence,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
mimic,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
resemblances,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
eeunings',0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
addition,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Evil,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
employments,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fountains,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
tear,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
drops,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
sluice,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dayspring,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
brim,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
parallel,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
eden's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Orisons,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
style,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
rapture,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
strains,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
eloquence,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lips,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
Prose,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Verse,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Lute,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sweetness,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
symphonies,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Circlet,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Prime,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
quaternion,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Circle,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mists,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Exhalations,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
quarter's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
blow,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Breath,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Worship,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
murmurs,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tune,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Souls,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Waters,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,1.0,0.0
Eeven,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
calm,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
morning's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fruit-trees,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Elm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dower,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Clusters,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pity,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
Raphael,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0
Tobias,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
marriage,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Maid,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stir,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
friend,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
day-labour,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Happiness,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
deceit,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Surprisal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ardours,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
angeli●…,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hinges,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Globes,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
garden,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cedars,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Galileo,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cycladeses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Delos,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Samos,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kenns,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
worlds,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
polar,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fannio,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Eagles,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fowls,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
phoenix,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lineaments,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
shoulder,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ornament,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
heel,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0
mail,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Maia's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
son,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Plumes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tents,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0
Cassia,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nard,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fancies,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
door,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0
fervid,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Earth's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dinner,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
draughtsbetweens,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Berrie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
midnoon,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
behest,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Guest,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0
stores,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Abundance,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
givers,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stalk,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
firmness,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Gourd,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
guest,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
bounties,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
He●…v'n,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
delicacy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tastes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Taste,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
India,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pontus,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Alcinous,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
coat,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
husk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
shell,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tribute,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
board,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Heaps,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
berry,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kernels,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
creams,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
vessels,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Perfections,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Retinue,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Horses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grooms,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
places,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
meridian,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
decline,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mid-hours,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pomona's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Arbour,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
flourets,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smells,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Wood-Nymph,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Vertue-proof,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Haile,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
salutation,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Marie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Table,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
terf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
seats,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Square,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dinner,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
author,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nourisher,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
food,0.0,0.0,0.0,0.0,4.0,0.0,3.0,6.0,0.0,2.0
Spiritual,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
substances,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
faculty,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
turn,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0
grosser,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sea,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
spots,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
Vapours,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nourishment,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
exhalations,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fruitage,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
vines,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
viands,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gloss,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Theologians,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dispatch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
coal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Empiric,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
alchemist,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Metals,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mine,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cups,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
liquors,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
excuse,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
jealousy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lovers,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
meats,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Conference,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Minister,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Food,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
feasts,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
compare,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Hierarch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
perfection,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
spheres,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Fancy,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
understanding,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
degree,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
Diet,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fare,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
nutriments,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bodies,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
Paradises,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Patriarch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
caution,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
acceptance,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
destiny,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
surety,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
disobedience,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Progenitor,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
instructor,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
relation,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
request,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0
exploits,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
reach,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
ends,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
hierarches,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
orders,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ensigns,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Standards,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gonfalons,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rear,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
distinction,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hierarchies,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
Degrees,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Tissues,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Memorials,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
acts,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
Brightness,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
vicegerent,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
disobeyes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
tones,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Circles,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
Tables,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
angel's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
refection,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dews,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Plain,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dispers●…,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pavilions,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tabernacles,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
archangel,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0
